mstardisk mstarspheroid sfr sfrspheroid mzgasdisk mzgasspheroid mcolddisk halomass mbh mhot mcoldspheroid zgasdisk zgasspheroid test test1 test2 test3 test4 test5 test6 test7 test8 test9
1201590000 1.46262E+12 332368000 0 849968000 9106060000 32848500000 7.6825E+14 1.87238E+11 7.71971E+13 1.40518E+11 0.025875398 0.064803513 0 0 0 0 0 0 0 0 0 0
0 1.70977E+12 611720000 0 103129000 0 3616880000 7.6706E+14 1.2016E+11 8.18554E+13 0 0.028513249 0 0 0 0 0 0 0 0 0 0 0
0 1.27363E+12 441406000 412781000 57444700 0 2986840000 7.652E+14 1.56964E+11 8.22103E+13 0 0.0192326 0 0 0 0 0 0 0 0 0 0 0
0 2.59825E+12 3151230000 3149920000 0 4237030000 0 7.6071E+14 2.62098E+11 9.68772E+13 51999300000 0 0.081482443 0 0 0 0 0 0 0 0 0 0
0 1.9782E+12 29558000000 29478800000 20221600 428841000 1285290000 7.598E+14 1.48345E+11 7.83181E+13 22799900000 0.015733103 0.018808898 0 0 0 0 0 0 0 0 0 0
0 1.62515E+12 259642000 0 67151400 0 3925220000 7.5792E+14 3.35437E+11 9.54639E+13 0 0.017107678 0 0 0 0 0 0 0 0 0 0 0
0 2.46182E+12 198007000 0 110921000 11973300000 6229510000 7.5639E+14 3.50788E+11 9.26942E+13 1.5977E+11 0.017805734 0.074940852 0 0 0 0 0 0 0 0 0 0
0 2.25609E+12 8938880 0 10700500 0 1096130000 7.563E+14 2.9187E+11 9.01341E+13 0 0.009762072 0 0 0 0 0 0 0 0 0 0 0
0 9.06266E+11 868122000 773258000 6194200 23544100 396694000 7.535E+14 40993400000 5.59428E+13 762225000 0.015614554 0.030888648 0 0 0 0 0 0 0 0 0 0
0 2.06475E+12 1818410000 1502480000 45729500 856166000 1583120000 7.5211E+14 1.45112E+11 8.19828E+13 14088400000 0.028885681 0.060770989 0 0 0 0 0 0 0 0 0 0
0 1.40367E+12 1976270000 1809240000 2087030 501074000 444376000 7.5054E+14 67203400000 7.23214E+13 10096600000 0.004696541 0.049627994 0 0 0 0 0 0 0 0 0 0
0 1.51752E+12 2522880000 2428410000 51.2896 157270000 18900.2 7.5025E+14 1.03443E+11 7.69941E+13 3708710000 0.002713707 0.04240558 0 0 0 0 0 0 0 0 0 0
0 2.50606E+12 617886000 603043000 82238500 12503000000 2303960000 7.4923E+14 4.24358E+11 9.4357E+13 1.62888E+11 0.035694413 0.076758263 0 0 0 0 0 0 0 0 0 0
0 2.46219E+12 59797300 0 764788000 152563000 32721100000 7.4471E+14 2.58327E+11 8.82344E+13 4959760000 0.023372931 0.030760158 0 0 0 0 0 0 0 0 0 0
0 1.54225E+12 28802200000 28749400000 597822000 16091300000 14022000000 7.4312E+14 1.24172E+11 7.40129E+13 1.52909E+11 0.042634574 0.105234486 0 0 0 0 0 0 0 0 0 0
0 1.35827E+12 29355400000 29179800000 8814450 956855000 514788000 7.4226E+14 89883400000 7.86249E+13 20411200000 0.017122485 0.046878919 0 0 0 0 0 0 0 0 0 0
0 1.97379E+12 11626000 0 181152000 10365600000 6701950000 7.3103E+14 4.61542E+11 9.09863E+13 1.48625E+11 0.027029745 0.069743314 0 0 0 0 0 0 0 0 0 0
0 1.92393E+12 14872400 0 109784000 147995000 7488700000 7.3047E+14 3.36422E+11 9.65174E+13 2746110000 0.014659954 0.053892597 0 0 0 0 0 0 0 0 0 0
0 7.64936E+11 1226230000 1142480000 7142260 20080900 899711000 7.2976E+14 32864300000 6.45493E+13 1601580000 0.007938394 0.012538181 0 0 0 0 0 0 0 0 0 0
0 1.11837E+12 3905660000 3532430000 9222880 222816000 791837000 7.2853E+14 63105900000 6.08328E+13 7795180000 0.011647448 0.028583817 0 0 0 0 0 0 0 0 0 0
0 1.47259E+12 78512900 0 339780000 11408700000 13398700000 7.2762E+14 2.27522E+11 7.96738E+13 1.49111E+11 0.025359177 0.076511458 0 0 0 0 0 0 0 0 0 0
0 2.48273E+12 46224300000 46207900000 7476370 33434400000 484607000 7.2649E+14 2.86713E+11 8.81741E+13 2.87358E+11 0.015427697 0.116351033 0 0 0 0 0 0 0 0 0 0
0 1.15526E+12 1532250000 1478420000 1142130 87793400 168931000 7.2561E+14 38059200000 6.4341E+13 3136980000 0.006760926 0.027986599 0 0 0 0 0 0 0 0 0 0
0 2.01036E+12 2395860000 2375260000 3378640 44770000 270221000 7.242E+14 1.44721E+11 9.12795E+13 2963430000 0.012503247 0.015107494 0 0 0 0 0 0 0 0 0 0
748,393,000,153,462,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000           0 0 0 0 0 0 0 0 0 0 0 0
0 2.2381E+12 1652200000 1651160000 1366730 601447000 187992000 7.1903E+14 1.68026E+11 7.92512E+13 13012400000 0.00727015 0.046221066 0 0 0 0 0 0 0 0 0 0
0 1.23081E+12 8402230000 8176970000 2207640 0 365168000 7.1644E+14 59603100000 6.46068E+13 0 0.006045546 0 0 0 0 0 0 0 0 0 0 0
0 1.40224E+12 541334 0 533146000 6574090000 23831500000 7.1612E+14 1.51805E+11 8.8054E+13 97806600000 0.022371483 0.067215198 0 0 0 0 0 0 0 0 0 0
0 2.19725E+12 4801260000 4591070000 50411200 20941100000 1802040000 7.1519E+14 2.31346E+11 9.03909E+13 2.01635E+11 0.027974518 0.103856473 0 0 0 0 0 0 0 0 0 0
0 1.49161E+12 1952330000 993400000 4701870 0 633692000 7.1382E+14 97086800000 7.45556E+13 0 0.007419803 0 0 0 0 0 0 0 0 0 0 0
0 2.23741E+12 90511100 75609400 13814700 0 681059000 7.1356E+14 3.55642E+11 9.50826E+13 0 0.020284146 0 0 0 0 0 0 0 0 0 0 0
0 2.46305E+12 4891220000 4876020000 176919000 28089300000 7181110000 7.1185E+14 2.82807E+11 8.15585E+13 2.45424E+11 0.024636721 0.114452132 0 0 0 0 0 0 0 0 0 0
0 1.37404E+12 3345860000 3320420000 37622000 9118700000 1800820000 7.0992E+14 1.18699E+11 7.75918E+13 1.05213E+11 0.020891594 0.086668948 0 0 0 0 0 0 0 0 0 0
0 1.23745E+12 3876910000 3874970000 45027200 22767000000 2499600000 7.0866E+14 1.50917E+11 6.35102E+13 2.28825E+11 0.018013762 0.099495247 0 0 0 0 0 0 0 0 0 0
0 1.37329E+12 44469800 0 132274000 9584950000 4234090000 7.0839E+14 1.02218E+11 8.24893E+13 1.12217E+11 0.031240243 0.08541442 0 0 0 0 0 0 0 0 0 0
0 1.72982E+12 14563800000 12830100000 323454000 225838000 8725020000 7.0669E+14 1.38136E+11 7.56103E+13 12896700000 0.037072007 0.017511301 0 0 0 0 0 0 0 0 0 0
0 1.90529E+12 45112800 0 345374000 0 13347300000 7.0196E+14 1.03729E+11 8.21027E+13 0 0.025875945 0 0 0 0 0 0 0 0 0 0 0
0 2.26491E+12 7249200 0 221012000 88372500 10589000000 6.9921E+14 2.65149E+11 8.88485E+13 3194740000 0.020871848 0.027661875 0 0 0 0 0 0 0 0 0 0
0 1.83575E+12 25094400000 25087700000 56918000 26287700000 1317980000 6.9778E+14 2.62573E+11 8.40654E+13 2.54527E+11 0.043185784 0.103280595 0 0 0 0 0 0 0 0 0 0
0 1.884E+12 1355940000 1097640000 3602010 8183450000 464781000 6.97E+14 1.00679E+11 8.19396E+13 89191900000 0.007749908 0.091751045 0 0 0 0 0 0 0 0 0 0
0 1.30881E+12 5836960000 5818280000 228764 2229980000 168067000 6.9511E+14 74670000000 8.02465E+13 29974300000 0.001361148 0.0743964 0 0 0 0 0 0 0 0 0 0
7366200000 1.36899E+12 180080000 0 1903100000 15900000000 26096300000 6.9453E+14 1.8237E+11 7.68915E+13 1.58809E+11 0.072926047 0.10012027 0 0 0 0 0 0 0 0 0 0
0 1.40689E+12 53895000 0 38865200 9506590000 3697690000 6.934E+14 2.12579E+11 8.86891E+13 1.15186E+11 0.01051067 0.082532513 0 0 0 0 0 0 0 0 0 0
0 7.90256E+11 1229610000 1180120000 27378000 1174730000 2462670000 6.9302E+14 69923400000 7.58062E+13 14358500000 0.011117202 0.081814256 0 0 0 0 0 0 0 0 0 0
0 2.31199E+12 7622640000 7539670000 23057900 14981300000 898267000 6.9241E+14 3.60622E+11 8.96327E+13 2.04132E+11 0.025669317 0.073390257 0 0 0 0 0 0 0 0 0 0
0 1.53016E+12 3379100000 2944690000 129900000 78020200 3273360000 6.9145E+14 97531800000 6.95556E+13 3698040000 0.039683994 0.021097717 0 0 0 0 0 0 0 0 0 0
0 6.88176E+11 0 0 25560700 0 2584750000 6.892E+14 36572900000 3.2349E+13 0 0.009889041 0 0 0 0 0 0 0 0 0 0 0
0 2.09297E+12 3332300000 2798160000 37591000 4941170000 2188650000 6.8917E+14 1.43709E+11 8.11511E+13 74789700000 0.017175428 0.06606752 0 0 0 0 0 0 0 0 0 0
0 9.69452E+11 2869270000 2848630000 83226400 7735570000 2357770000 6.833E+14 35648600000 5.30373E+13 69636500000 0.035298778 0.111084991 0 0 0 0 0 0 0 0 0 0
0 8.69833E+11 1744730000 741322000 133676000 183722000 6360340000 6.8307E+14 45306200000 6.38992E+13 5388110000 0.021017115 0.034097671 0 0 0 0 0 0 0 0 0 0
0 1.60307E+12 16351100000 16312800000 318109 2683610000 141906000 6.8124E+14 88504000000 7.00209E+13 29726300000 0.002241688 0.090277297 0 0 0 0 0 0 0 0 0 0
0 1.15735E+12 2532540000 2367700000 9808770 874262000 613065000 6.8107E+14 93867400000 7.26766E+13 20774800000 0.01599956 0.042082812 0 0 0 0 0 0 0 0 0 0
0 1.35996E+12 21252000000 21248200000 22224700 212261000 884052000 6.8061E+14 77278700000 6.40921E+13 5723570000 0.025139585 0.03708542 0 0 0 0 0 0 0 0 0 0
0 1.54769E+12 2559470000 2529620000 465518 157005000 74893500 6.8041E+14 1.20414E+11 7.75012E+13 4510670000 0.006215733 0.034807468 0 0 0 0 0 0 0 0 0 0
0 1.57545E+12 3279740 0 71696200 0 3607150000 6.7894E+14 2.46375E+11 9.04684E+13 0 0.019876135 0 0 0 0 0 0 0 0 0 0 0
0 8.54768E+11 1536540000 1493530000 0 59646000 0 6.7817E+14 24039400000 4.18678E+13 2452190000 0 0.024323564 0 0 0 0 0 0 0 0 0 0
0 1.66015E+12 3848230000 3815200000 5167030 59318900 598862000 6.7667E+14 3.05473E+11 8.79551E+13 2943640000 0.008628081 0.020151547 0 0 0 0 0 0 0 0 0 0
0 1.95389E+12 3047580000 2973730000 12478800 990106000 807527000 6.7397E+14 1.5037E+11 7.89325E+13 22204800000 0.015453106 0.044589728 0 0 0 0 0 0 0 0 0 0
0 1.11685E+12 3812310000 3723540000 84323200 1035860000 5089990000 6.7374E+14 49990700000 7.00788E+13 17694800000 0.016566477 0.058540362 0 0 0 0 0 0 0 0 0 0
0 2.20501E+12 2.194E+11 2.19397E+11 27329400 42664100000 1073860000 6.7346E+14 1.64325E+11 8.19128E+13 4.67506E+11 0.025449686 0.091258936 0 0 0 0 0 0 0 0 0 0
0 2.25152E+12 93556700 0 142098000 21296100000 11474100000 6.7298E+14 2.58533E+11 8.34769E+13 1.98588E+11 0.012384239 0.107237597 0 0 0 0 0 0 0 0 0 0
0 1.3557E+12 1979890000 1949510000 9816840 443441000 1416910000 6.7274E+14 1.18915E+11 7.11148E+13 10625600000 0.006928344 0.041733267 0 0 0 0 0 0 0 0 0 0
0 1.88764E+12 3634250000 3583790000 2944270 14692500000 181321000 6.6999E+14 2.58504E+11 8.37105E+13 1.58202E+11 0.016237888 0.092871772 0 0 0 0 0 0 0 0 0 0
0 3.02694E+12 24689000000 24685500000 0 6090000000 0 6.6951E+14 3.53686E+11 8.68641E+13 82522000000 0 0.073798502 0 0 0 0 0 0 0 0 0 0
0 1.62681E+12 934034000 894844000 161160000 24256700000 5286630000 6.6906E+14 1.13324E+11 7.60161E+13 2.12983E+11 0.030484449 0.11389031 0 0 0 0 0 0 0 0 0 0
0 1.47801E+12 4202150000 4190000000 151577 77445400 7639110 6.6772E+14 99079500000 5.9246E+13 2890100000 0.019842233 0.026796789 0 0 0 0 0 0 0 0 0 0
0 1.48369E+12 8947290 0 294609000 0 8439650000 6.6578E+14 83579800000 5.99866E+13 0 0.034907727 0 0 0 0 0 0 0 0 0 0 0
0 1.62771E+12 2838990000 2757410000 21016500 62458500 1540770000 6.6501E+14 2.83677E+11 8.33335E+13 2789000000 0.013640258 0.022394586 0 0 0 0 0 0 0 0 0 0
0 2.18537E+12 12540400 0 26411500 17148800000 2136930000 6.6429E+14 3.81614E+11 8.84318E+13 2.23729E+11 0.012359553 0.076649876 0 0 0 0 0 0 0 0 0 0
0 1.7472E+12 155158000 0 324326000 1999060000 10156200000 6.6316E+14 1.42217E+11 7.39179E+13 28634400000 0.031933794 0.069813232 0 0 0 0 0 0 0 0 0 0
0 9.96168E+11 15304300 0 242653000 0 10617600000 6.626E+14 45525900000 6.85503E+13 0 0.022853846 0 0 0 0 0 0 0 0 0 0 0
0 1.2405E+12 36176200 0 551964000 12860400000 18594800000 6.6225E+14 99368100000 7.3018E+13 1.40452E+11 0.029683783 0.091564378 0 0 0 0 0 0 0 0 0 0
0 1.0232E+12 4335560000 4250870000 487142000 281517000 13928400000 6.6179E+14 49848700000 4.67633E+13 3951600000 0.034974728 0.071241269 0 0 0 0 0 0 0 0 0 0
810,429,000,130,533,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000           0 0 0 0 0 0 0 0 0 0 0 0
0 1.46183E+12 8964660000 8964660000 0 27123000 0 6.6086E+14 1.71911E+11 8.02861E+13 1144800000 0 0.023692348 0 0 0 0 0 0 0 0 0 0
0 1.52383E+12 1768140000 0 238521000 9736960000 7393230000 6.6077E+14 1.3583E+11 8.11387E+13 1.22786E+11 0.032262083 0.079300246 0 0 0 0 0 0 0 0 0 0
0 1.24169E+12 49834000 0 88606800 163204000 3900030000 6.6043E+14 69348200000 7.19609E+13 5208570000 0.022719518 0.031333744 0 0 0 0 0 0 0 0 0 0
0 1.67859E+12 822128000 821844000 193381 10884200 14912800 6.5915E+14 1.88964E+11 8.20135E+13 784190000 0.012967451 0.013879544 0 0 0 0 0 0 0 0 0 0
0 1.85443E+12 31028000 0 847571000 0 29705500000 6.5892E+14 1.62883E+11 7.7683E+13 0 0.02853246 0 0 0 0 0 0 0 0 0 0 0
0 1.34987E+12 47799100000 47700100000 18494200 7714830000 407598000 6.5891E+14 68535000000 4.72638E+13 78524900000 0.045373628 0.098246925 0 0 0 0 0 0 0 0 0 0
101,541,000,014,770,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000           0 0 0 0 0 0 0 0 0 0 0 0
0 1.83345E+12 9548330000 9547630000 87572600 229147000 4036530000 6.5717E+14 1.70577E+11 8.11783E+13 6093940000 0.02169502 0.037602438 0 0 0 0 0 0 0 0 0 0
0 2.19955E+12 3511370000 1122530000 1285470 18893300 363365000 6.5523E+14 1.97778E+11 7.93477E+13 1289510000 0.003537682 0.014651534 0 0 0 0 0 0 0 0 0 0
0 1.79976E+12 43631800 21940200 29380100 14084100000 1051870000 6.5295E+14 1.8359E+11 7.72034E+13 1.56959E+11 0.027931303 0.089731076 0 0 0 0 0 0 0 0 0 0
0 2.04252E+12 2137610000 2117720000 0 114056000 0 6.5245E+14 2.32453E+11 7.88572E+13 6641000000 0 0.017174522 0 0 0 0 0 0 0 0 0 0
0 4.18597E+11 11089600 0 17111000 0 2828540000 6.5163E+14 14483800000 4.77823E+13 0 0.006049411 0 0 0 0 0 0 0 0 0 0 0
0 1.66612E+12 19342300000 19301900000 151840000 8887680000 4686610000 6.5017E+14 1.41216E+11 8.15171E+13 90629700000 0.032398685 0.098065866 0 0 0 0 0 0 0 0 0 0
0 9.87695E+11 5396030000 5306880000 3649080 278470000 587175000 6.4991E+14 50232500000 6.15909E+13 11714500000 0.006214638 0.023771394 0 0 0 0 0 0 0 0 0 0
0 1.63306E+12 81295900 0 361269000 0 20728700000 6.4776E+14 1.85321E+11 7.53405E+13 0 0.017428445 0 0 0 0 0 0 0 0 0 0 0
0 1.62712E+12 5339170000 5165860000 9001370 5666410000 881651000 6.4748E+14 1.50324E+11 8.05266E+13 51762100000 0.010209675 0.109470249 0 0 0 0 0 0 0 0 0 0
0 1.99322E+12 15453700 0 96085700 0 3916840000 6.4568E+14 3.53332E+11 8.6289E+13 0 0.024531434 0 0 0 0 0 0 0 0 0 0 0
0 1.01177E+12 9453560000 9423070000 364634 454762000 104228000 6.4448E+14 45915200000 6.38637E+13 15043800000 0.003498427 0.030229197 0 0 0 0 0 0 0 0 0 0
0 2.24696E+12 3235900000 0 609626000 18799600000 14578500000 6.4434E+14 1.81176E+11 7.03115E+13 1.91276E+11 0.041816785 0.0982852 0 0 0 0 0 0 0 0 0 0
0 2.1499E+12 39273300000 39271600000 0 855402000 0 6.4328E+14 1.2765E+11 7.75872E+13 44898200000 0 0.019052033 0 0 0 0 0 0 0 0 0 0
0 7.48966E+11 1062000000 1061670000 53148300 9152350 5495670000 6.4218E+14 26619900000 5.30357E+13 854258000 0.009670941 0.010713801 0 0 0 0 0 0 0 0 0 0
0 2.45918E+12 14394300000 10271100000 575210000 164196000 11887500000 6.4133E+14 2.34382E+11 8.47773E+13 4299350000 0.048387802 0.038190889 0 0 0 0 0 0 0 0 0 0
0 2.35261E+12 2509450000 2483170000 3772710 21352500000 468456000 6.3934E+14 2.64841E+11 7.50816E+13 2.32106E+11 0.008053499 0.091994606 0 0 0 0 0 0 0 0 0 0
0 1.84709E+12 1085320000 993436000 5711710 140046000 810619000 6.3904E+14 2.44556E+11 8.21276E+13 7224570000 0.007046109 0.019384683 0 0 0 0 0 0 0 0 0 0
0 1.40647E+12 21377100 0 39702500 0 1675570000 6.389E+14 1.3119E+11 8.078E+13 0 0.023694922 0 0 0 0 0 0 0 0 0 0 0
0 1.04725E+12 1888150 0 201764000 5490380000 7413150000 6.3693E+14 62403400000 6.37172E+13 72479900000 0.02721704 0.07575038 0 0 0 0 0 0 0 0 0 0
86505400000 7.6248E+11 25543400 0 3963930000 0 41088300000 6.3563E+14 21173800000 6.83413E+13 0 0.096473449 0 0 0 0 0 0 0 0 0 0 0
0 1.01894E+12 799599000 669125000 28279100 47610500 2040830000 6.3386E+14 69330900000 6.6743E+13 2898050000 0.013856666 0.016428461 0 0 0 0 0 0 0 0 0 0
0 1.83551E+12 51782500000 39213300000 0 16960200000 0 6.3318E+14 86809800000 7.12446E+13 1.79866E+11 0 0.09429353 0 0 0 0 0 0 0 0 0 0
0 1.98084E+12 23624100000 23614000000 1504660 3298270000 258060000 6.3182E+14 1.30384E+11 6.9348E+13 70935600000 0.00583066 0.046496681 0 0 0 0 0 0 0 0 0 0
0 1.55062E+12 174853000 0 13916900 0 1705060000 6.318E+14 1.24276E+11 7.54365E+13 0 0.008162117 0 0 0 0 0 0 0 0 0 0 0
0 2.09895E+12 19632600000 19622900000 231.527 9363550000 8262.12 6.2992E+14 3.64857E+11 8.81449E+13 1.33377E+11 0.028022711 0.070203633 0 0 0 0 0 0 0 0 0 0
0 1.23412E+12 3705270000 3696230000 0 171665000 0 6.2931E+14 51412500000 5.47406E+13 8724190000 0 0.019676898 0 0 0 0 0 0 0 0 0 0
0 1.12306E+12 7725060000 7710530000 13353700 11139100000 902828000 6.2915E+14 70431800000 6.7314E+13 1.09632E+11 0.014790968 0.101604459 0 0 0 0 0 0 0 0 0 0
0 2.06596E+12 68313400 0 1136140000 57945000000 44705800000 6.2901E+14 4.09211E+11 8.21719E+13 5.26268E+11 0.025413705 0.110105498 0 0 0 0 0 0 0 0 0 0
0 1.59098E+12 3116690000 225358000 85454.5 5619590000 91167100 6.2896E+14 1.08231E+11 7.75042E+13 81247700000 0.000937339 0.069166143 0 0 0 0 0 0 0 0 0 0
0 1.58449E+12 1908510000 1896300000 2001040 919649000 238830000 6.2766E+14 1.20353E+11 6.21521E+13 19061000000 0.008378512 0.048247679 0 0 0 0 0 0 0 0 0 0
0 1.8677E+12 45108800 0 40387800 339274000 2865360000 6.2742E+14 1.5943E+11 7.09635E+13 9199440000 0.014095192 0.036879854 0 0 0 0 0 0 0 0 0 0
0 1.27998E+12 5043240000 5031120000 4295530 59687500 219475000 6.2407E+14 90225500000 5.17312E+13 3924450000 0.019571842 0.015209138 0 0 0 0 0 0 0 0 0 0
0 2.06951E+12 16022600000 13444300000 711370000 29597900000 21836800000 6.2236E+14 1.74001E+11 7.6229E+13 2.32117E+11 0.03257666 0.127512849 0 0 0 0 0 0 0 0 0 0
0 1.83463E+12 150477000 0 87305100 13932200000 3328190000 6.2173E+14 2.46331E+11 7.57339E+13 1.73027E+11 0.026232006 0.080520381 0 0 0 0 0 0 0 0 0 0
0 1.63396E+12 1702750000 1699540000 0 28228100 0 6.2093E+14 1.45102E+11 8.33454E+13 2715220000 0 0.010396248 0 0 0 0 0 0 0 0 0 0
0 6.61092E+11 1034860000 933430000 30438700 18084200 2414630000 6.1955E+14 22220700000 2.81701E+13 1467910000 0.012605948 0.012319693 0 0 0 0 0 0 0 0 0 0
0 7.86498E+11 10093100 0 64567500 0 2899240000 6.1757E+14 28732500000 6.28747E+13 0 0.022270492 0 0 0 0 0 0 0 0 0 0 0
0 9.64584E+11 91664800 0 17809500 0 1775710000 6.1608E+14 62236300000 5.96609E+13 0 0.010029509 0 0 0 0 0 0 0 0 0 0 0
0 1.07665E+12 5855670 0 160545000 0 4896520000 6.1429E+14 75330000000 6.59501E+13 0 0.032787572 0 0 0 0 0 0 0 0 0 0 0
0 1.27727E+12 1953310000 1624020000 2.76888 5463030000 1615 6.1386E+14 1.04686E+11 6.71048E+13 84468100000 0.001714477 0.064675659 0 0 0 0 0 0 0 0 0 0
0 1.85487E+12 206044000 0 62961300 79345300 3547200000 6.1342E+14 4.1154E+11 8.30774E+13 3083760000 0.017749577 0.02573005 0 0 0 0 0 0 0 0 0 0
0 1.24691E+12 2172890000 2101660000 5622180 1514630000 694828000 6.1327E+14 98398500000 6.3635E+13 22439600000 0.00809147 0.067498084 0 0 0 0 0 0 0 0 0 0
0 1.66557E+12 22974000000 22015700000 291753000 1681700000 5869710000 6.127E+14 1.64158E+11 7.47206E+13 45673800000 0.049704841 0.036819796 0 0 0 0 0 0 0 0 0 0
0 2.0397E+12 23963600000 23949500000 3423280 1023810000 434514000 6.1254E+14 1.21528E+11 7.70129E+13 55629000000 0.007878411 0.01840425 0 0 0 0 0 0 0 0 0 0
0 1.39151E+12 790763000 669434000 26393000 92248200 1337990000 6.1037E+14 1.00496E+11 7.3421E+13 5056860000 0.019725857 0.01824219 0 0 0 0 0 0 0 0 0 0
0 1.58674E+12 9630030 0 30402600 0 3123120000 6.1037E+14 1.34326E+11 7.52016E+13 0 0.009734688 0 0 0 0 0 0 0 0 0 0 0
982034000 1.70314E+12 21172900 0 190392000 887755000 9943260000 6.0971E+14 1.06299E+11 7.4983E+13 21499800000 0.019147845 0.041291314 0 0 0 0 0 0 0 0 0 0
0 1.09967E+12 4567100000 4496430000 24184.4 744755000 15243600 6.0938E+14 49135500000 6.77719E+13 15639400000 0.001586528 0.047620433 0 0 0 0 0 0 0 0 0 0
0 2.03325E+12 1784660000 1725700000 8591410 5557640000 1542700000 6.093E+14 2.15096E+11 7.93979E+13 76125200000 0.005569074 0.073006573 0 0 0 0 0 0 0 0 0 0
0 9.27185E+11 1964480000 1894750000 1876690 2470050 81525000 6.0919E+14 61906800000 6.46109E+13 126254000 0.02301981 0.019564133 0 0 0 0 0 0 0 0 0 0
0 1.4408E+12 12573100000 12531400000 3532370 1812830000 264342000 6.0802E+14 59514900000 6.51413E+13 36189900000 0.013362878 0.050092153 0 0 0 0 0 0 0 0 0 0
0 2.51972E+12 1.52326E+11 1.52219E+11 77536700 28106900000 2597790000 6.0756E+14 2.07498E+11 7.88919E+13 2.28199E+11 0.029847178 0.123168375 0 0 0 0 0 0 0 0 0 0
0 1.50477E+12 12290300000 11268100000 998431 382837000 55174500 6.0735E+14 73810600000 5.82981E+13 11851200000 0.018095878 0.032303649 0 0 0 0 0 0 0 0 0 0
0 1.35308E+12 7639970 0 13786000 1299070000 1287350000 6.0638E+14 1.04512E+11 6.11131E+13 17512200000 0.01070882 0.074180857 0 0 0 0 0 0 0 0 0 0
0 1.8885E+12 10859600 0 547220000 25906600000 30814500000 6.0608E+14 2.67289E+11 7.5508E+13 3.10381E+11 0.017758523 0.083467094 0 0 0 0 0 0 0 0 0 0
0 1.42293E+12 8930310000 8920060000 81500100 593996000 3339070000 6.0606E+14 1.21229E+11 7.28622E+13 13465400000 0.024408024 0.044112763 0 0 0 0 0 0 0 0 0 0
0 1.26622E+12 440985000 434882000 11746000 2396450 549359000 6.0485E+14 1.11639E+11 6.15252E+13 217942000 0.021381283 0.010995815 0 0 0 0 0 0 0 0 0 0
0 1.49747E+12 3209550 0 681232000 0 31015200000 6.0398E+14 1.16855E+11 6.57849E+13 0 0.021964456 0 0 0 0 0 0 0 0 0 0 0
0 1.16507E+12 14448800000 14364100000 3978020 4876030000 230181000 6.0381E+14 55530100000 6.05279E+13 61754200000 0.017282139 0.078958678 0 0 0 0 0 0 0 0 0 0
0 2.17331E+12 64088800 0 91027600 27903900000 4388380000 6.0331E+14 3.92541E+11 7.5167E+13 3.04464E+11 0.020742871 0.091649259 0 0 0 0 0 0 0 0 0 0
0 1.34983E+12 588025000 517569000 156141000 8303460 10106000000 6.0292E+14 86411600000 6.4689E+13 452558000 0.015450327 0.018347836 0 0 0 0 0 0 0 0 0 0
0 1.89075E+12 52917000 0 31266800 1384870000 2643180000 6.0138E+14 1.86034E+11 7.34562E+13 21501100000 0.011829236 0.064409263 0 0 0 0 0 0 0 0 0 0
0 2.14527E+12 13165000 0 57595900 17241000000 1253760000 6.0018E+14 3.08765E+11 8.10247E+13 1.95903E+11 0.045938537 0.088007841 0 0 0 0 0 0 0 0 0 0
0 1.05255E+12 32377200000 32377200000 8436830 541255000 324435000 5.9947E+14 59903900000 6.06558E+13 11043900000 0.026004685 0.049009408 0 0 0 0 0 0 0 0 0 0
0 5.44096E+11 13848200 0 45640500 0 3892820000 5.9714E+14 29735300000 5.78793E+13 0 0.011724277 0 0 0 0 0 0 0 0 0 0 0
0 3.77905E+11 8297200000 8029190000 16866000 59233400 1201620000 5.9663E+14 8883050000 3.76578E+13 3152980000 0.014036051 0.018786481 0 0 0 0 0 0 0 0 0 0
0 1.67152E+12 1897810000 1893630000 75437600 429118000 2257880000 5.9629E+14 1.95582E+11 6.72102E+13 6099730000 0.03341081 0.070350327 0 0 0 0 0 0 0 0 0 0
0 1.92011E+12 39629400 0 88580300 318154000 6171970000 5.9441E+14 2.85254E+11 7.77275E+13 5461490000 0.01435203 0.058254066 0 0 0 0 0 0 0 0 0 0
0 2.08578E+12 2502810000 2494060000 1377390 104071000 79492100 5.9377E+14 1.09297E+11 7.60935E+13 4954740000 0.017327382 0.021004331 0 0 0 0 0 0 0 0 0 0
0 1.76799E+12 668833000 665186000 56629900 16439300000 2851980000 5.9364E+14 2.30465E+11 7.43805E+13 2.03317E+11 0.019856345 0.080855511 0 0 0 0 0 0 0 0 0 0
0 1.63924E+12 6913040000 4070020000 942430 398377000 144493000 5.9325E+14 1.21587E+11 7.70517E+13 14665100000 0.006522323 0.02716497 0 0 0 0 0 0 0 0 0 0
0 1.17513E+12 1284080000 1275100000 30728900 365507000 1106650000 5.9292E+14 81148500000 6.54293E+13 10111300000 0.027767496 0.036148369 0 0 0 0 0 0 0 0 0 0
